StockCode,Warehouse,OnHand
700-TPLANB-4,WH/Stock/Raw Materials,2
700-TPLANB-4,WH/Stock/General Assembly,4
700-TPLANB-5,WH/Stock/Raw Materials,24
700-TPLANB-5,WH/Stock/General Assembly,5
700-TPLANB-6A,WH/Stock/Raw Materials,30
700-TPLANB-6A,WH/Stock/General Assembly,3
700-TPLANB-6B,WH/Stock/Raw Materials,30
700-TPLANB-6B,WH/Stock/General Assembly,14
700-TPLANB-7,WH/Stock/Raw Materials,3
700-TPLANB-7,WH/Stock/General Assembly,4
700-TPLANB-8,WH/Stock/Raw Materials,16
700-VGA-DPC-1,WH/Stock/Tech Stock,132
700-VGA-DPC-2,WH/Stock/Tech Stock,123
700-WNDWCANOPY-1,WH/Stock/Welding,33
700-WNDWCANOPY-14,WH/Stock/Welding,3
700-WNDWCANOPY-14,WH/Stock/General Assembly,5
700-WNDWCANOPY-2,WH/Stock/Welding,38
700-WNDWCANOPY-3,WH/Stock/Welding,66
700-WNDWCANOPY-4,WH/Stock/Welding,38
700-WNDWCANOPY-5,WH/Stock/Welding,168
700-XDQKP-SW,WH/Stock/Raw Materials,19
77-311F-GW,WH/Stock/Raw Materials,2
77-311F-GW,WH/Stock/General Assembly,1
77-48B-BST,WH/Stock/General Assembly,2
77-48B-FR,WH/Stock/Raw Materials,1
77-48B-MA,WH/Stock/Raw Materials,2
77-48BS-BST,WH/Stock/General Assembly,2
77-48BS-FR,WH/Stock/Raw Materials,3
77-48CS-BST,WH/Stock/General Assembly,1
77-48CS-FR,WH/Stock/Raw Materials,5
77-48CS2-BST,WH/Stock/General Assembly,1
77-48DR-BST,WH/Stock/General Assembly,12
77-48DR-FR,WH/Stock/Raw Materials,12
77-48FS-BST,WH/Stock/General Assembly,12
77-48FS-FR,WH/Stock/Raw Materials,6
77-48H-BST,WH/Stock/Powder Coat,12
77-48H-FR,WH/Stock/Raw Materials,25
77-48IP-GW,WH/Stock/Raw Materials,1
77-48IP-GW,WH/Stock/General Assembly,3
77-48SB-BST,WH/Stock/General Assembly,2
77-48SB-FR,WH/Stock/Raw Materials,16
77-48SM-BST,WH/Stock/Powder Coat,1
77-48SM-FR,WH/Stock/Raw Materials,4
77-48SW-BST,WH/Stock/General Assembly,2
77-48SW-FR,WH/Stock/Raw Materials,17
77-48T-BST,WH/Stock/General Assembly,2
77-48T-FR,WH/Stock/Raw Materials,2
77-48T-MA,WH/Stock/Raw Materials,2
77-48WBS-BST,WH/Stock/General Assembly,4
77-48WBS-FR,WH/Stock/Raw Materials,2
77-48WBT-BST,WH/Stock/General Assembly,8
77-48WBT-FR,WH/Stock/Raw Materials,2
77-48WBT-MA,WH/Stock/Raw Materials,3
77-48WMB-BST,WH/Stock/Raw Materials,4
77-48WMB-BST,WH/Stock/General Assembly,24
77-48WMB-FR,WH/Stock/Raw Materials,24
77-AWNXL1-BLU,WH/Stock/Raw Materials,3
77-AWNXL2-BLU,WH/Stock/Raw Materials,15
77-AWNXL3-BLU,WH/Stock/Raw Materials,29
77-AWNXLCZ-BLU,WH/Stock/Raw Materials,2
77-AWNXLCZB-BLU,WH/Stock/Raw Materials,2
77-AWNXLSR-BLU,WH/Stock/Raw Materials,29
77-AWNXLWB-BLU,WH/Stock/Raw Materials,29
77-BROTMEN-10-BM,WH/Stock/General Assembly,20
77-BROTMEN-DR-BM,WH/Stock/General Assembly,6
77-BROTMEN-MNT-BM,WH/Stock/General Assembly,3
77-BROTMEN-SWC-BM,WH/Stock/General Assembly,1
77-CASE100,WH/Stock/Final Finished Goods,22
77-CROCPY12-BP,WH/Stock/Raw Materials,8
77-CROCPY14-BP,WH/Stock/Raw Materials,2
77-CROCPY14-BP,WH/Stock/General Assembly,5
77-CROCPY15-BP,WH/Stock/General Assembly,7
77-CROCPY2-BP,WH/Stock/Raw Materials,12
77-CROCPY3-BLU,WH/Stock/Powder Coat,5
77-CROCPY4-BLU,WH/Stock/Powder Coat,5
77-CROCPY6-BLU,WH/Stock/Powder Coat,5
77-CROCPY7-BLU,WH/Stock/Powder Coat,5
77-CROCPY8-BP,WH/Stock/General Assembly,7
77-CROCPY9-BP,WH/Stock/General Assembly,4
77-CROCPYMP-BP,WH/Stock/Powder Coat,1
77-CROCPYWING-BLU,WH/Stock/General Assembly,1
77-DD10-DO,WH/Stock/General Assembly,4
77-DD10-DP,WH/Stock/General Assembly,3
77-DD11-DO,WH/Stock/General Assembly,5
77-DD11-DP,WH/Stock/General Assembly,5
77-DD16-GW,WH/Stock/Raw Materials,1
77-DD19-GB,WH/Stock/Raw Materials,44
77-DD20-GB,WH/Stock/Raw Materials,54
77-DD36-GB,WH/Stock/Raw Materials,4
77-DD36-GB,WH/Stock/General Assembly,1
77-DD8-GB,WH/Stock/General Assembly,1
77-DD80-GB,WH/Stock/General Assembly,57
77-DDB80-BB,WH/Stock/General Assembly,28
77-DDCB10-DO,WH/Stock/General Assembly,1
77-DDCB11-DO,WH/Stock/General Assembly,1
77-DDCB2-DO,WH/Stock/Raw Materials,2
77-DDCB2-DO,WH/Stock/Powder Coat,1
77-DDCB5-DO,WH/Stock/Raw Materials,7
77-DDCB9-DO,WH/Stock/General Assembly,1
77-DDCPY12-DO,WH/Stock/Raw Materials,7
77-DDCPY15-DO,WH/Stock/Raw Materials,1
77-DDCPY15-GW,WH/Stock/General Assembly,43
77-DDCPY3-DO,WH/Stock/Raw Materials,9
77-DDCPY6-BLU,WH/Stock/General Assembly,14
77-DDCPY6-DO,WH/Stock/Raw Materials,7
77-DDCPY6-DO,WH/Stock/General Assembly,1
77-DDCPY7-DO,WH/Stock/Raw Materials,1
77-DDCPY8-DO,WH/Stock/Raw Materials,1
77-DDCPYTP-GW,WH/Stock/Raw Materials,1
77-DDDR1-BB,WH/Stock/General Assembly,4
77-DDDR1-DO,WH/Stock/General Assembly,4
77-DDDR1-DP,WH/Stock/General Assembly,4
77-DDDTPB-BT,WH/Stock/Raw Materials,5
77-DDFRM-GB,WH/Stock/Raw Materials,2
77-DDIP-GW,WH/Stock/Raw Materials,6
77-DDPV-2-GB,WH/Stock/Raw Materials,1
77-DDPV36-GB,WH/Stock/Raw Materials,2
77-DDSP2-GB,WH/Stock/Raw Materials,5
77-DDSP2-GB,WH/Stock/General Assembly,1
77-DDSP7-GB,WH/Stock/General Assembly,8
77-DDXTFA-DO,WH/Stock/General Assembly,4
77-DDXTFA-DP,WH/Stock/General Assembly,4
77-DDXTFAC-BB,WH/Stock/General Assembly,7
77-DDXTFAC-DO,WH/Stock/General Assembly,4
77-DDXTFAC-DP,WH/Stock/General Assembly,4
77-DDXTFB-DO,WH/Stock/General Assembly,3
700-TCH,WH/Stock/Tech Stock,238
77-DT6DR2-BLU,WH/Stock/General Assembly,44
77-DT6FC-BLU,WH/Stock/Powder Coat,4
77-DT6FC-BLU,WH/Stock/General Assembly,1
77-DT6FCS-BLU,WH/Stock/Powder Coat,4
77-DT6FCS-BLU,WH/Stock/General Assembly,1
77-DT6FL-BLU,WH/Stock/Powder Coat,4
77-DT6FL-BLU,WH/Stock/General Assembly,1
77-DT6FR-BLU,WH/Stock/Powder Coat,4
77-DT6FR-BLU,WH/Stock/General Assembly,1
77-DT6FS-BLU,WH/Stock/Powder Coat,1
77-DT6FS-BLU,WH/Stock/General Assembly,1
77-DT6ML-BLU,WH/Stock/Raw Materials,7
77-DT6MU-BLU,WH/Stock/Raw Materials,7
77-DT6OC1-BLU,WH/Stock/General Assembly,6
77-DT6OC11-BLU,WH/Stock/Raw Materials,4
77-DT6OC11-BLU,WH/Stock/General Assembly,1
77-DT6OC5-BLU,WH/Stock/Raw Materials,10
77-DT6OC6L-BLU,WH/Stock/Raw Materials,20
77-DT6OC6R-BLU,WH/Stock/Raw Materials,18
77-DT6PF-BLU,WH/Stock/General Assembly,1
77-DT6SB-BLU,WH/Stock/General Assembly,12
77-DT6SF-BLU,WH/Stock/Raw Materials,12
77-DT6W-BLU,WH/Stock/General Assembly,20
77-DT6W2-BLU,WH/Stock/General Assembly,20
77-DT6WB-BLU,WH/Stock/General Assembly,39
77-DT6WB2-BLU,WH/Stock/General Assembly,20
77-EXT1000-B5,WH/Stock/General Assembly,12
77-EXT1006-B5,WH/Stock/General Assembly,6
77-EXT1007-B5,WH/Stock/General Assembly,6
77-EXT1008-B5,WH/Stock/General Assembly,8
77-ICPY18-GW,WH/Stock/General Assembly,3
77-ICPY19-GW,WH/Stock/Raw Materials,2
77-ICPY20-GW,WH/Stock/Sheet Metal,6
77-ICPY21-GW,WH/Stock/General Assembly,13
77-ICPY22-GW,WH/Stock/Raw Materials,6
77-ICPY22-GW,WH/Stock/General Assembly,5
77-ICPY24-GW,WH/Stock/Raw Materials,9
77-ICPY24-GW,WH/Stock/General Assembly,4
77-ICPY25-GW,WH/Stock/Raw Materials,8
77-ICPY25-GW,WH/Stock/General Assembly,5
77-ICPY28-GW,WH/Stock/Raw Materials,12
77-ICPY28-GW,WH/Stock/General Assembly,4
77-ICPY29-GW,WH/Stock/Raw Materials,12
77-ICPY29-GW,WH/Stock/General Assembly,4
77-ICPY9-DP,WH/Stock/General Assembly,5
77-ICPYLS-BLU,WH/Stock/General Assembly,2
77-ICPYMP-BLU,WH/Stock/General Assembly,5
77-ICPYP-GW,WH/Stock/Raw Materials,1
77-ICPYTP-GW,WH/Stock/General Assembly,5
77-IPV1-FR,WH/Stock/Raw Materials,9
77-IPV11-FR,WH/Stock/Raw Materials,7
77-IPV2-FR,WH/Stock/Raw Materials,8
77-IPVB-FR,WH/Stock/Raw Materials,2
77-IPVBS-FR,WH/Stock/Raw Materials,5
77-IPVBULL-FR,WH/Stock/Raw Materials,2
77-IPVDR-FR,WH/Stock/Raw Materials,5
77-IPVPOP-FR,WH/Stock/Raw Materials,2
77-IPVT-BST,WH/Stock/Raw Materials,2
77-IPVT-FR,WH/Stock/Raw Materials,2
77-ISP2-BT,WH/Stock/General Assembly,4
77-ISP9-BT,WH/Stock/General Assembly,2
77-ISP9-FR,WH/Stock/Raw Materials,1
77-ISPMB-BT,WH/Stock/General Assembly,2
77-JCB1-CUS,WH/Stock/General Assembly,1
77-M8-BLU,WH/Stock/General Assembly,10
77-MOCC-BST,WH/Stock/Raw Materials,2
77-MOCC-BST,WH/Stock/Tech Stock,14
77-MSC-BST,WH/Stock/Tech Stock,16
77-PDB-BT,WH/Stock/General Assembly,3
77-PDHC-BT,WH/Stock/Raw Materials,1
77-PDHC-BT,WH/Stock/General Assembly,6
77-PDPC-BT,WH/Stock/General Assembly,7
77-PDSC-BT,WH/Stock/Raw Materials,3
77-PDSC-BT,WH/Stock/General Assembly,5
77-PDSCC-BT,WH/Stock/Raw Materials,1
77-PDSCC-BT,WH/Stock/General Assembly,5
77-PDSCV-BT,WH/Stock/Raw Materials,6
77-PDSLP-BT,WH/Stock/General Assembly,10
77-PPFC2-BS,WH/Stock/Raw Materials,11
77-QV1-FR,WH/Stock/Raw Materials,9
77-QV1P2-FR,WH/Stock/Raw Materials,1
77-QV2-FR,WH/Stock/Raw Materials,5
77-QV3-FR,WH/Stock/Raw Materials,6
77-QV4-FR,WH/Stock/Raw Materials,6
77-QV5-FR,WH/Stock/Raw Materials,6
77-RFID2V2-BT,WH/Stock/Raw Materials,37
77-RFID3-BT,WH/Stock/Raw Materials,82
77-RFID3-BT,WH/Stock/Final Finished Goods,11
77-SBTCRCV2-GW,WH/Stock/Raw Materials,68
77-SDT12-BT,WH/Stock/Raw Materials,20
77-SDT13-BT,WH/Stock/Raw Materials,14
77-SDTB-BT,WH/Stock/Raw Materials,3
77-SDTBASE-BT,WH/Stock/Raw Materials,8
77-SDTBULL-YG,WH/Stock/Raw Materials,8
77-SDTDR-BT,WH/Stock/Raw Materials,9
77-SDTHS-BT,WH/Stock/Raw Materials,1
77-SDTIP-GW,WH/Stock/Raw Materials,9
77-SDTPOP-YG,WH/Stock/Raw Materials,8
77-SDTT-BT,WH/Stock/Raw Materials,2
77-SLFP-BST,WH/Stock/Raw Materials,41
77-SLFP-BST,WH/Stock/Final Finished Goods,2
77-SLMMP-BST,WH/Stock/Raw Materials,22
77-SLMMP-BST,WH/Stock/Final Finished Goods,11
77-SLTC-BST,WH/Stock/Raw Materials,13
77-SME9010-BN,WH/Stock/General Assembly,20
77-SME9015-BN,WH/Stock/General Assembly,19
77-SME9020-BN,WH/Stock/General Assembly,22
77-SME9025-BN,WH/Stock/General Assembly,22
77-SMS2L-BT,WH/Stock/Raw Materials,2
77-SMS2L-FR,WH/Stock/Raw Materials,15
77-SMS2L-YG,WH/Stock/Raw Materials,15
77-SMS2R-BT,WH/Stock/Raw Materials,2
77-SMS2R-FR,WH/Stock/Raw Materials,15
77-SMS2R-YG,WH/Stock/Raw Materials,17
77-SPSCG-BT,WH/Stock/Raw Materials,18
77-SPSCG-BT,WH/Stock/General Assembly,16
77-SPV1-BT,WH/Stock/Raw Materials,1
77-SPV3-YG,WH/Stock/Raw Materials,5
77-SPVBULL-YG,WH/Stock/Raw Materials,9
77-SPVDR-BT,WH/Stock/Raw Materials,6
77-SSC2AL-BS,WH/Stock/Raw Materials,108
77-SUB10A-BT,WH/Stock/Raw Materials,4
77-SUB10C-BT,WH/Stock/Raw Materials,4
77-SUB2-BT,WH/Stock/Raw Materials,44
77-SUBB-MA,WH/Stock/Raw Materials,4
77-SUBHS-BT,WH/Stock/Raw Materials,3
77-SUBIP-GW,WH/Stock/Raw Materials,3
77-SUBTMBASE-BT,WH/Stock/Raw Materials,2
77-SUBTMBASE-BT,WH/Stock/General Assembly,2
77-SWBOX2-BT,WH/Stock/Raw Materials,3
77-TB11-B5,WH/Stock/General Assembly,31
77-TB17-GW,WH/Stock/Raw Materials,31
77-TB18-BN,WH/Stock/General Assembly,1
77-TB18W-BN,WH/Stock/General Assembly,1
77-TB1L-BN,WH/Stock/Raw Materials,19
77-TB1R-BN,WH/Stock/Raw Materials,17
77-TB22-B5,WH/Stock/Raw Materials,636
77-TB22-B5,WH/Stock/General Assembly,593
77-TB24-B5,WH/Stock/General Assembly,826
77-TB28-B5,WH/Stock/General Assembly,248
77-TB36-BN,WH/Stock/Raw Materials,6
77-TB38-BN,WH/Stock/General Assembly,13
77-TB39-GW,WH/Stock/Raw Materials,17
77-TB4-MA,WH/Stock/Powder Coat,22
77-TB42-B5,WH/Stock/General Assembly,15
77-TB49-B5,WH/Stock/General Assembly,32
77-TB52-BN,WH/Stock/Raw Materials,5
77-TB53-B5,WH/Stock/General Assembly,187
77-TB7-B5,WH/Stock/General Assembly,8
77-TB7-BB,WH/Stock/General Assembly,28
77-TB7-BLU,WH/Stock/General Assembly,4
77-TB7-DO,WH/Stock/General Assembly,24
77-TB7-DP,WH/Stock/General Assembly,23
77-TB8-BN,WH/Stock/Raw Materials,2
77-TBDR1-B5,WH/Stock/General Assembly,100
77-TBDR2-B5,WH/Stock/General Assembly,100
77-TBDR3-B5,WH/Stock/General Assembly,66
77-TBDR4-B5,WH/Stock/General Assembly,66
77-TBDR5-B5,WH/Stock/General Assembly,10
77-TBDRTV-B5,WH/Stock/General Assembly,13
77-TBEXSUP-BN,WH/Stock/General Assembly,19
77-TBIP-GW,WH/Stock/Raw Materials,3
77-TBPB9L-BN,WH/Stock/Raw Materials,25
77-TBPB9R-BN,WH/Stock/Raw Materials,33
77-TBPBSB-GW,WH/Stock/Raw Materials,10
77-TBVE2-BN,WH/Stock/General Assembly,51
77-TBVE36-BN,WH/Stock/General Assembly,19
77-TBVE8-BN,WH/Stock/General Assembly,19
77-TM3-BT,WH/Stock/Raw Materials,6
77-TMB502-BT,WH/Stock/General Assembly,21
77-TMB502-BT,WH/Stock/Final Finished Goods,42
77-TMHS-BT,WH/Stock/Raw Materials,2
77-V3C1-HGB,WH/Stock/Raw Materials,17
77-V3C1-HGB,WH/Stock/General Assembly,2
77-V3C2-HGB,WH/Stock/General Assembly,2
77-V3F-HGB,WH/Stock/General Assembly,1
800-IND34,WH/Stock/Tech Stock,7
800-LAM36,WH/Stock/Tech Stock,3
800-LAM36B,WH/Stock/Tech Stock,1
800-LPSWBD,WH/Stock/Tech Stock,1
800-OM3SW59,WH/Stock/Final Finished Goods,1
800-XSLKCB2,WH/Stock/Tech Stock,8
824CB,WH/Stock/Final Finished Goods,1
900-DDXTFA,WH/Stock/Raw Materials,17
900-DDXTFAC,WH/Stock/Raw Materials,16
900-DDXTFB,WH/Stock/Raw Materials,21
900-DDXTFBC,WH/Stock/Raw Materials,21
900-DT6-ML,WH/Stock/Raw Materials,1
900-DT6700-1,WH/Stock/Raw Materials,2
900-DT6700-11,WH/Stock/General Assembly,379
900-DT6700-13,WH/Stock/General Assembly,119
900-DT6DR-1,WH/Stock/General Assembly,10
900-DT6DR-2,WH/Stock/General Assembly,10
900-ICPYS,WH/Stock/Raw Materials,2
900-ISP-MB,WH/Stock/Raw Materials,1
900-V15C1,WH/Stock/Welding,8
900-V15C2,WH/Stock/Welding,8
950-DT6-4PF,WH/Stock/Raw Materials,3
950-DT6-PF,WH/Stock/Raw Materials,2
950-DT62F,WH/Stock/Raw Materials,2
950-TB-INTGP,WH/Stock/Raw Materials,6
ACR100,WH/Stock/Raw Materials,20
ACR205,WH/Stock/Raw Materials,3
ACR205B,WH/Stock/Raw Materials,3
ACR270,WH/Stock/Raw Materials,3
ACR275,WH/Stock/Raw Materials,3
ACR285,WH/Stock/Raw Materials,3
ACR350,WH/Stock/Raw Materials,1
ACR450,WH/Stock/Raw Materials,144
ACR550,WH/Stock/General Assembly,18
APW100,WH/Stock/Raw Materials,4
BAL232,WH/Stock/Raw Materials,152
BAL232,WH/Stock/General Assembly,27
BAL232,WH/Stock/Final Finished Goods,5
BAL328,WH/Stock/Raw Materials,2
CAP270,WH/Stock/Final Finished Goods,78
CAP277,WH/Stock/Final Finished Goods,255
CAP280,WH/Stock/Tech Stock,3
CAP295,WH/Stock/Tech Stock,8
CAP298,WH/Stock/Tech Stock,68
CAP300,WH/Stock/Tech Stock,890
CAP335,WH/Stock/Tech Stock,69
CAP420,WH/Stock/Tech Stock,1153
CASE100,WH/Stock/Tech Stock,50
CBL125,WH/Stock/General Assembly,20
CBL125,WH/Stock/Final Finished Goods,20
CBLRCA6,WH/Stock/Tech Stock,14
CBLRCA6,WH/Stock/Final Finished Goods,33
CBLSV6,WH/Stock/Final Finished Goods,64
CCF1/2,WH/Stock/Raw Materials,60
CCF1/2,WH/Stock/General Assembly,4
CCF1/8,WH/Stock/General Assembly,45.979
CCW,WH/Stock/Final Finished Goods,86
CDC,WH/Stock/Raw Materials,7
CIR200,WH/Stock/Raw Materials,14
CIT2050A,WH/Stock/Final Finished Goods,5
CONN-116022,WH/Stock/General Assembly,35
CONN-1725698,WH/Stock/General Assembly,23
CONN-3022276,WH/Stock/General Assembly,6
CONN-CV011315TB,WH/Stock/Raw Materials,15
CONN155,WH/Stock/Final Finished Goods,10
CONN175A,WH/Stock/Tech Stock,50
CONN176,WH/Stock/General Assembly,77
CONN177,WH/Stock/General Assembly,579
CONN178,WH/Stock/Tech Stock,152
CONN178,WH/Stock/General Assembly,4
CONN179,WH/Stock/General Assembly,248
CONN182,WH/Stock/Tech Stock,1590
CONN190A,WH/Stock/Tech Stock,57
CONN193,WH/Stock/Tech Stock,1217
CONN196,WH/Stock/Tech Stock,1856
CONN197,WH/Stock/Tech Stock,814
CONN198,WH/Stock/Tech Stock,425
CONN199,WH/Stock/Tech Stock,661
CONN201,WH/Stock/Tech Stock,30
CONN202A,WH/Stock/Tech Stock,13
CONN205,WH/Stock/Tech Stock,123
CONN215,WH/Stock/Tech Stock,127
CONN400,WH/Stock/Tech Stock,16
CONN400M,WH/Stock/Final Finished Goods,17
CONN401,WH/Stock/Tech Stock,45
CONN402,WH/Stock/Tech Stock,62
CONN420,WH/Stock/Tech Stock,7
CONN4212,WH/Stock/Tech Stock,16
CONN4424,WH/Stock/Tech Stock,171
CONN520A,WH/Stock/Tech Stock,145
CONN700,WH/Stock/Tech Stock,11
CONN720,WH/Stock/Tech Stock,8
CONN720,WH/Stock/General Assembly,7
CONN730,WH/Stock/Tech Stock,6
CONN731,WH/Stock/Tech Stock,38
CONN733,WH/Stock/Tech Stock,14
CONN735,WH/Stock/Tech Stock,46
CONN736,WH/Stock/Tech Stock,47
CONN740,WH/Stock/Tech Stock,5
CONN7510,WH/Stock/Tech Stock,105
CONN7580,WH/Stock/Final Finished Goods,189
CONN759,WH/Stock/Final Finished Goods,50
CONN7590,WH/Stock/Final Finished Goods,129
CONN759A,WH/Stock/Final Finished Goods,201
CONN760,WH/Stock/Tech Stock,24
CONN770,WH/Stock/Tech Stock,5
CONN771A,WH/Stock/Tech Stock,50
CONN772,WH/Stock/Tech Stock,65
CONN772A,WH/Stock/Tech Stock,36
CONN773,WH/Stock/Tech Stock,45
CONN775,WH/Stock/Tech Stock,27
CONN775A,WH/Stock/Tech Stock,8
CONNFO4531,WH/Stock/Tech Stock,43
CONNFO4531,WH/Stock/Final Finished Goods,299
CONNFO4533,WH/Stock/Tech Stock,23
CONNFO4533,WH/Stock/Final Finished Goods,519
CONNHDMI-VGA,WH/Stock/Tech Stock,5
77-DDXTFB-DP,WH/Stock/General Assembly,3
77-DDXTFBC-DO,WH/Stock/General Assembly,3
77-DDXTFBC-DP,WH/Stock/General Assembly,2
77-DT64PF-BLU,WH/Stock/Powder Coat,3
77-DT6700-1-BLU,WH/Stock/General Assembly,4
77-DT6700-10-DP,WH/Stock/General Assembly,56
77-DT6700-12-BLU,WH/Stock/General Assembly,14
77-DT6700-6-GW,WH/Stock/Raw Materials,6
77-DT6700-6-GW,WH/Stock/Sheet Metal,14
77-DT6700-7-GW,WH/Stock/Raw Materials,6
77-DT6700-7-GW,WH/Stock/Sheet Metal,14
77-DT6700-7-GW,WH/Stock/General Assembly,2
77-DT6700-8-GW,WH/Stock/Sheet Metal,14
77-DT6700-8-GW,WH/Stock/General Assembly,4
77-DT6DR1-BLU,WH/Stock/General Assembly,44
77-V7F-HGB,WH/Stock/General Assembly,3
77-VALUPVP-GW,WH/Stock/Raw Materials,2
77-VGA1-BT,WH/Stock/Final Finished Goods,1
77-VGA2-BT,WH/Stock/Final Finished Goods,14
800-824CB,WH/Stock/Tech Stock,17
800-AV824,WH/Stock/Tech Stock,7
900-AWNXL-WB,WH/Stock/Raw Materials,10
900-AWNXL13-1,WH/Stock/Raw Materials,5
900-AWNXL13-1SA,WH/Stock/Raw Materials,5
900-AWNXL6-7,WH/Stock/Raw Materials,3
900-AWNXL6-7SA,WH/Stock/Raw Materials,3
900-AWNXL8,WH/Stock/Raw Materials,4
900-AWNXL8SA,WH/Stock/Raw Materials,4
900-CROCANOPY-TP,WH/Stock/Raw Materials,1
900-DD-10,WH/Stock/Raw Materials,17
900-DD-11,WH/Stock/Raw Materials,8
900-DDCB10,WH/Stock/Raw Materials,1
900-DDCB11,WH/Stock/Raw Materials,1
900-DDCB9,WH/Stock/Raw Materials,1
900-DDCPY,WH/Stock/Raw Materials,1
900-DDCPY-MP,WH/Stock/Raw Materials,3
900-PVBT,WH/Stock/Raw Materials,4
900-SME8050V2,WH/Stock/Raw Materials,4
900-T-21WC,WH/Stock/Raw Materials,6
900-TB-18,WH/Stock/Raw Materials,2
950-TB-17,WH/Stock/Raw Materials,19
950-TB-2,WH/Stock/Welding,3
950-TB-23,WH/Stock/General Assembly,15
950-TB-3,WH/Stock/Raw Materials,1930
950-TB-3,WH/Stock/General Assembly,227
ACC035,WH/Stock/Tech Stock,54
ACC037,WH/Stock/Final Finished Goods,39
AW140,WH/Stock/General Assembly,26
AW145,WH/Stock/General Assembly,26
BAR004,WH/Stock/Raw Materials,982
BAR004,WH/Stock/General Assembly,10
BAR006,WH/Stock/Tech Stock,4
BAR006,WH/Stock/General Assembly,15
BAR40208,WH/Stock/Raw Materials,1900
BAR40208,WH/Stock/Tech Stock,49
BAR40208,WH/Stock/General Assembly,76
BAR7311,WH/Stock/Tech Stock,140
CAN-S3-S-CTCLD-25A93N,WH/Stock/Raw Materials,2
CAN-S3-S-CTCLD-35N93N-M,WH/Stock/Raw Materials,1
CAN-S3-W-CTFRM,WH/Stock/Raw Materials,1
CAP120,WH/Stock/Tech Stock,1452
CAP165,WH/Stock/Tech Stock,83
CAP190,WH/Stock/Tech Stock,110
CAP200,WH/Stock/Tech Stock,953
CAP220,WH/Stock/Tech Stock,277
CAP230,WH/Stock/Final Finished Goods,81
CAP236,WH/Stock/Final Finished Goods,33
CAP240A,WH/Stock/Final Finished Goods,82
CBL2512M,WH/Stock/Final Finished Goods,11
CBL2525M,WH/Stock/Final Finished Goods,7
CBL2535M,WH/Stock/Final Finished Goods,3
CBL2550M,WH/Stock/Final Finished Goods,6
CDFO15,WH/Stock/Final Finished Goods,6
CDFO25,WH/Stock/Final Finished Goods,1
CDFO35,WH/Stock/Final Finished Goods,2
CIR250,WH/Stock/Raw Materials,25
CIT651,WH/Stock/Final Finished Goods,1
CLIP100,WH/Stock/General Assembly,405
CONN03,WH/Stock/Tech Stock,9
CONN103,WH/Stock/Tech Stock,68
CONN104,WH/Stock/Tech Stock,76
CONN125,WH/Stock/Tech Stock,663
CONN125A,WH/Stock/Tech Stock,26
CONN145,WH/Stock/Tech Stock,13
CONN145,WH/Stock/Final Finished Goods,8
CONN300,WH/Stock/Tech Stock,48
CONN302,WH/Stock/Tech Stock,34
CONN315,WH/Stock/Tech Stock,41
CONN316,WH/Stock/Tech Stock,17
CONN317,WH/Stock/Tech Stock,5
CONN318,WH/Stock/Tech Stock,61
CONN335,WH/Stock/Tech Stock,44
CONN525,WH/Stock/Tech Stock,26
CONN540,WH/Stock/Tech Stock,1420
CONN560,WH/Stock/Tech Stock,102
CONN580A,WH/Stock/Tech Stock,492
CONN580A,WH/Stock/Final Finished Goods,1592
CONN600,WH/Stock/Tech Stock,26
CONN615,WH/Stock/Tech Stock,262
CONN630,WH/Stock/Tech Stock,10
CONN640,WH/Stock/Tech Stock,4
CONN645,WH/Stock/Tech Stock,250
CONN752,WH/Stock/Tech Stock,15
CONN7570,WH/Stock/Tech Stock,97
CONN7570,WH/Stock/General Assembly,10
CONN800A,WH/Stock/Tech Stock,74
CONN860,WH/Stock/Tech Stock,5
CONN900,WH/Stock/Tech Stock,251
CONN990,WH/Stock/General Assembly,9
CONN995,WH/Stock/General Assembly,9
CONNFO1523,WH/Stock/Tech Stock,52
CONNFO2523,WH/Stock/Tech Stock,112
CONNFO4501,WH/Stock/Tech Stock,373
CONNFO4501,WH/Stock/Final Finished Goods,1002
CONNFO4511,WH/Stock/Tech Stock,488
CONNFO4511,WH/Stock/Final Finished Goods,1537
CONNFO4515,WH/Stock/Tech Stock,12
CONNFO4515,WH/Stock/Final Finished Goods,96
COR143,WH/Stock/Raw Materials,16
COR183A,WH/Stock/Tech Stock,2
COR183A,WH/Stock/Final Finished Goods,69
COR183B,WH/Stock/Raw Materials,128
COR183B,WH/Stock/Final Finished Goods,111
COR580,WH/Stock/Final Finished Goods,32
COR75,WH/Stock/Tech Stock,22
COR75,WH/Stock/General Assembly,4
COR75,WH/Stock/Final Finished Goods,12
COR75A,WH/Stock/Final Finished Goods,81
CRT1100,WH/Stock/General Assembly,2
CRT1200,WH/Stock/General Assembly,9
CRTBDT,WH/Stock/General Assembly,31
CUP6,WH/Stock/Welding,2
CUP6GC,WH/Stock/Welding,1
CUP6S,WH/Stock/Welding,1
CUP6S,WH/Stock/Final Finished Goods,1
CUP6SGC,WH/Stock/Welding,1
CUP8,WH/Stock/Welding,1
DD300,WH/Stock/Tech Stock,9
DD450,WH/Stock/Tech Stock,39
DD56,WH/Stock/Tech Stock,8
DIN-DNR35S1-2,WH/Stock/General Assembly,4
DMX-9GA0812P4J001,WH/Stock/General Assembly,5
