StockCode,Warehouse,OnHand
SCW3420,WH/Stock/General Assembly,337
SCW3450,WH/Stock/General Assembly,402
SCW3451,WH/Stock/General Assembly,1600
SCW3455,WH/Stock/General Assembly,82
SCW4240,WH/Stock/Tech Stock,1414
SCW4255,WH/Stock/General Assembly,1901
SCW4260,WH/Stock/Raw Materials,555
SCW4260,WH/Stock/Final Finished Goods,490
SCW4263,WH/Stock/Raw Materials,5000
SCW4263,WH/Stock/General Assembly,974
SCW4265,WH/Stock/Raw Materials,4555
SCW4265,WH/Stock/Tech Stock,20
SCW4282,WH/Stock/General Assembly,170
SCW4285,WH/Stock/Tech Stock,715
SCW4295,WH/Stock/General Assembly,162
SCW4310,WH/Stock/Raw Materials,300
SCW4310,WH/Stock/General Assembly,1538
SCWM3000,WH/Stock/Tech Stock,124
SCWM4010,WH/Stock/Tech Stock,240
SCWM4012,WH/Stock/Tech Stock,226
SCWM4012,WH/Stock/General Assembly,261
SH1030CUS,WH/Stock/General Assembly,2
SH2020CR,WH/Stock/Raw Materials,5
SH2040CR,WH/Stock/Raw Materials,4
SH2050CR,WH/Stock/Raw Materials,5
SL59,WH/Stock/Final Finished Goods,1
SL59A,WH/Stock/Final Finished Goods,17
SM1010,WH/Stock/Sheet Metal,40
SM1026,WH/Stock/Sheet Metal,0.005
SM1030,WH/Stock/Sheet Metal,155.307
SM1035,WH/Stock/Sheet Metal,51.429
SM1041,WH/Stock/Sheet Metal,147
SM1070,WH/Stock/Sheet Metal,7.111
SM1080,WH/Stock/Sheet Metal,306.8
SM1100,WH/Stock/Sheet Metal,155.714
SM1110,WH/Stock/Sheet Metal,116
SM1120,WH/Stock/Sheet Metal,360
SM1130,WH/Stock/Sheet Metal,127.222
SM2008,WH/Stock/Sheet Metal,720
SM2020,WH/Stock/Sheet Metal,373
SM2030,WH/Stock/Sheet Metal,800
SM2040,WH/Stock/Sheet Metal,367.667
SM2050,WH/Stock/Sheet Metal,91.475
SM2060,WH/Stock/Sheet Metal,1386.75
SM2070,WH/Stock/Sheet Metal,43.872
SM2090,WH/Stock/Welding,27
SM2150,WH/Stock/Welding,44
SM2220,WH/Stock/Welding,88
SM2260,WH/Stock/Welding,1
SM3020,WH/Stock/Sheet Metal,192
SM3022,WH/Stock/Sheet Metal,2
SM3025,WH/Stock/Sheet Metal,111.6
SM3027,WH/Stock/Sheet Metal,29.46
SM3028,WH/Stock/Sheet Metal,1621
SM3030,WH/Stock/Sheet Metal,499.3
SM3030GW,WH/Stock/Sheet Metal,1549
SCW2464,WH/Stock/Raw Materials,250
SCW2464,WH/Stock/General Assembly,134
SCW2466,WH/Stock/Raw Materials,4000
SCW2466,WH/Stock/General Assembly,1865
SCW2467,WH/Stock/Raw Materials,857
SCW2467,WH/Stock/Tech Stock,120
SCW2468,WH/Stock/Raw Materials,5000
SCW2468,WH/Stock/Welding,558
SCW2468,WH/Stock/General Assembly,2434
SCW2468C,WH/Stock/Raw Materials,250
SCW2468C,WH/Stock/General Assembly,560
SCW2469,WH/Stock/General Assembly,415
SCW2470ECB,WH/Stock/Raw Materials,2878
SCW2473,WH/Stock/Raw Materials,1300
SCW2473,WH/Stock/General Assembly,486
SCW2478,WH/Stock/General Assembly,54
SCW2479,WH/Stock/Raw Materials,357
SCW2480,WH/Stock/Raw Materials,1102
SCW2480,WH/Stock/Tech Stock,244
SCW2500,WH/Stock/Raw Materials,2350
SCW2500,WH/Stock/General Assembly,140
SCW2500ECB,WH/Stock/Raw Materials,1471
SCW2500ECB,WH/Stock/General Assembly,249
SCW2610,WH/Stock/Welding,11
SCW2610,WH/Stock/General Assembly,597
SCW2610,WH/Stock/Final Finished Goods,37
SCW2615,WH/Stock/Raw Materials,50
SCW2615,WH/Stock/General Assembly,127
SCW2620,WH/Stock/General Assembly,395
SCW2628,WH/Stock/Raw Materials,50
SCW2628,WH/Stock/General Assembly,6
SCW2650,WH/Stock/Raw Materials,195
SCW2653,WH/Stock/General Assembly,95
SCW2655,WH/Stock/Raw Materials,33
SCW2656,WH/Stock/Raw Materials,20
SCW2656,WH/Stock/General Assembly,13
SCW2657,WH/Stock/Raw Materials,100
SCW2657,WH/Stock/General Assembly,184
SCW2658,WH/Stock/Raw Materials,200
SCW2658,WH/Stock/General Assembly,72
SCW2660,WH/Stock/Raw Materials,178
SCW2660,WH/Stock/General Assembly,16
SCW2661,WH/Stock/Raw Materials,100
SCW2661,WH/Stock/General Assembly,178
SCW2663,WH/Stock/Raw Materials,150
SCW2663,WH/Stock/General Assembly,190
SCW2665,WH/Stock/Raw Materials,100
SCW2675,WH/Stock/Raw Materials,50
SCW2675,WH/Stock/General Assembly,16
SCW2680,WH/Stock/Raw Materials,160
SCW2680,WH/Stock/General Assembly,64
SCW2685,WH/Stock/Raw Materials,18
SCW2685,WH/Stock/General Assembly,16
SCW2720,WH/Stock/Raw Materials,24
SCW2720,WH/Stock/Welding,10
SCW2725,WH/Stock/Raw Materials,43
SCW2730,WH/Stock/Raw Materials,10
SCW2730,WH/Stock/General Assembly,25
SCW2740,WH/Stock/Raw Materials,16
SCW2800,WH/Stock/Raw Materials,13
SCW2801,WH/Stock/Raw Materials,102
SCW3115,WH/Stock/Raw Materials,500
SCW3115,WH/Stock/General Assembly,47
SCW3120,WH/Stock/Tech Stock,1410
SCW3127,WH/Stock/Tech Stock,519
SCW3127,WH/Stock/General Assembly,41
SCW3140,WH/Stock/Raw Materials,102
SCW3140,WH/Stock/Tech Stock,244
SCW4325,WH/Stock/General Assembly,858
SCW4410,WH/Stock/Raw Materials,500
SCW4410,WH/Stock/General Assembly,720
SCW4510,WH/Stock/General Assembly,75
SCW4520,WH/Stock/General Assembly,97
SCW4608,WH/Stock/General Assembly,358
SCW4620,WH/Stock/General Assembly,58
SCW5210,WH/Stock/Tech Stock,31
SCW6230,WH/Stock/Raw Materials,3312
SCW6230,WH/Stock/General Assembly,184
SCW7620,WH/Stock/Raw Materials,100
SCW7620,WH/Stock/General Assembly,18
SCW7640,WH/Stock/General Assembly,52
SCW8020,WH/Stock/General Assembly,72
SCW8020,WH/Stock/Final Finished Goods,50
SCW8050,WH/Stock/Sheet Metal,699
SCW8055,WH/Stock/Sheet Metal,58
SCW8060,WH/Stock/Sheet Metal,476
SCW8075,WH/Stock/Sheet Metal,52
SCW8100,WH/Stock/Raw Materials,2977
SCW8100,WH/Stock/Sheet Metal,733
SCW8105,WH/Stock/Sheet Metal,838
SCW8125,WH/Stock/Sheet Metal,1361
SCW8130,WH/Stock/Sheet Metal,230
SCW8200,WH/Stock/Sheet Metal,133
SCW8210,WH/Stock/Sheet Metal,61
SCW8211,WH/Stock/Sheet Metal,40
SCW8504,WH/Stock/Raw Materials,1880
SCW8505,WH/Stock/Raw Materials,2000
SCW8505,WH/Stock/General Assembly,1559
SCW8800,WH/Stock/Raw Materials,100
SCW8800,WH/Stock/General Assembly,111
SCW8830,WH/Stock/Raw Materials,20
SCW8840,WH/Stock/Raw Materials,81
SCW9000,WH/Stock/Raw Materials,52
SCW9050,WH/Stock/General Assembly,162
SCW9060,WH/Stock/Final Finished Goods,68
SCW9110,WH/Stock/Raw Materials,4
SCW9200,WH/Stock/General Assembly,16
SH2051CUS,WH/Stock/General Assembly,2
SH2080CUS,WH/Stock/General Assembly,1
SH2090CUS,WH/Stock/General Assembly,2
SM4152,WH/Stock/Welding,86
SM4155,WH/Stock/Welding,120
SM4179,WH/Stock/Welding,19
SM4185,WH/Stock/Welding,103
SM4190,WH/Stock/Welding,8
SM4200,WH/Stock/Welding,25
SM4250,WH/Stock/Welding,525
SM5410,WH/Stock/Welding,32
SM6010,WH/Stock/Welding,71.334
SM6035,WH/Stock/Welding,169.5
SM6045,WH/Stock/Welding,60
SM7010,WH/Stock/Sheet Metal,160
SM8000,WH/Stock/Sheet Metal,329
SM8005,WH/Stock/Sheet Metal,54
SM8100,WH/Stock/Raw Materials,190
SM9007,WH/Stock/Welding,266.5
SM9009,WH/Stock/Welding,686
SM9095,WH/Stock/Sheet Metal,0.253
SMARTWAVE-KIT,WH/Stock/Final Finished Goods,6
SMARTWAVE-KNOB,WH/Stock/Tech Stock,48
SME1100,WH/Stock/Welding,29.89
SME1125,WH/Stock/Welding,236.833
SME1150,WH/Stock/Welding,15
SME2000,WH/Stock/Welding,2
SME2050,WH/Stock/Raw Materials,42
SME2050,WH/Stock/Welding,30
SME2050C,WH/Stock/Raw Materials,2
SME2100C,WH/Stock/Raw Materials,8
SME3000,WH/Stock/Raw Materials,34
SME3000,WH/Stock/Welding,19
SME3000C,WH/Stock/Raw Materials,2
SME9055,WH/Stock/Welding,10
SME9060,WH/Stock/Welding,11
SME9065,WH/Stock/Welding,23
SME9066,WH/Stock/Welding,18
SMF1000,WH/Stock/Welding,9
SMF1010,WH/Stock/Welding,41
SMF1020,WH/Stock/Welding,58
SMF1040,WH/Stock/Welding,47
SMF1050,WH/Stock/Welding,81
SMF1060,WH/Stock/Welding,96
SMF1090,WH/Stock/Welding,26
SMF1095,WH/Stock/Welding,39
SMF2010,WH/Stock/Welding,9
SMF2020,WH/Stock/Welding,93
SMF2025,WH/Stock/Welding,9
SMF2081,WH/Stock/Welding,14
SMF2082,WH/Stock/Welding,12
SM3040,WH/Stock/Sheet Metal,9.04
SM3041,WH/Stock/Sheet Metal,837.866
SM3050,WH/Stock/Sheet Metal,40.6
SM3051,WH/Stock/Sheet Metal,144
SM3055,WH/Stock/Sheet Metal,89
SM3056,WH/Stock/Sheet Metal,80
SM3065,WH/Stock/Sheet Metal,58
SM3070,WH/Stock/Sheet Metal,54.93
SM3080,WH/Stock/Welding,169.038
SM3090,WH/Stock/Welding,53.958
SM4010,WH/Stock/Welding,2.5
SM4030,WH/Stock/Welding,83.666
SM4040,WH/Stock/Welding,2470.299
SM4091,WH/Stock/Welding,15
SM4099,WH/Stock/Welding,24
SM4100,WH/Stock/Welding,24.417
SM4110,WH/Stock/Welding,293.248
SM4135,WH/Stock/Welding,70
SM4140,WH/Stock/Welding,210
SME6010,WH/Stock/Raw Materials,275
SME6010C,WH/Stock/Raw Materials,13
SME6010IM,WH/Stock/Raw Materials,53
SME6010MA,WH/Stock/Raw Materials,88
SME6700,WH/Stock/Welding,1936
SME6750,WH/Stock/Welding,48
SME7020,WH/Stock/General Assembly,254
SME7030,WH/Stock/Welding,667.8
SME7040,WH/Stock/Welding,550.32
SME7050,WH/Stock/Raw Materials,62
SME7050,WH/Stock/Welding,50.32
SME8000,WH/Stock/General Assembly,59
SME8020,WH/Stock/General Assembly,53
SME8020BB,WH/Stock/General Assembly,7
SME8030,WH/Stock/Raw Materials,2
SME8040,WH/Stock/General Assembly,55
SME8050,WH/Stock/Raw Materials,114
SME8050,WH/Stock/General Assembly,13
SME8050V2,WH/Stock/General Assembly,5
SME8070,WH/Stock/Raw Materials,436
SME8080,WH/Stock/Raw Materials,1
SME8081,WH/Stock/Welding,948
SME8500,WH/Stock/Raw Materials,375
SME8505,WH/Stock/Raw Materials,286
SME8510,WH/Stock/Raw Materials,179
SME8515,WH/Stock/Raw Materials,173
SME9000,WH/Stock/Raw Materials,4
SME9005,WH/Stock/Welding,278.348
SME9008,WH/Stock/Welding,10.334
SME9010,WH/Stock/Raw Materials,71
SME9015,WH/Stock/Raw Materials,74
SME9020,WH/Stock/Raw Materials,71
SME9021,WH/Stock/Raw Materials,1
SME9025,WH/Stock/Raw Materials,71
SME9026,WH/Stock/Raw Materials,1
SME9045,WH/Stock/Welding,24
SME9050,WH/Stock/Welding,26
SMH120,WH/Stock/Raw Materials,50
SMH120,WH/Stock/General Assembly,28
SMH130,WH/Stock/General Assembly,18
SMH135,WH/Stock/General Assembly,14
SMH140,WH/Stock/Final Finished Goods,6032
SMH210,WH/Stock/Raw Materials,89
SMH210,WH/Stock/Tech Stock,20
SMH210,WH/Stock/Final Finished Goods,2
SMH220,WH/Stock/Raw Materials,101
SMP1100,WH/Stock/Raw Materials,422
SMP140,WH/Stock/Final Finished Goods,382
SMP150,WH/Stock/Final Finished Goods,7
SMP160,WH/Stock/Final Finished Goods,5
SMP235,WH/Stock/Raw Materials,46
SMP450,WH/Stock/Welding,5
SMS1000,WH/Stock/Raw Materials,874
SMS2000,WH/Stock/Raw Materials,199
SMS2000A,WH/Stock/Raw Materials,21
SMS3000,WH/Stock/Tech Stock,7
SMS3000,WH/Stock/General Assembly,1492
SOC105,WH/Stock/Tech Stock,1
SOC115,WH/Stock/Final Finished Goods,1224
SOC125,WH/Stock/Tech Stock,151
SOC130,WH/Stock/Tech Stock,8
SPK2000B,WH/Stock/Raw Materials,16
SPK2000B,WH/Stock/General Assembly,13
SPK410,WH/Stock/Raw Materials,3
SPK410,WH/Stock/General Assembly,2
SPK4WPD,WH/Stock/Raw Materials,178
SPK4WPD,WH/Stock/General Assembly,1
SPK508,WH/Stock/Raw Materials,880
SPK508,WH/Stock/Tech Stock,5
SPK508,WH/Stock/General Assembly,7
SPK508M,WH/Stock/Final Finished Goods,11
SPR200,WH/Stock/General Assembly,66
SPR250,WH/Stock/General Assembly,11
SPR300,WH/Stock/Raw Materials,1215
SPR300,WH/Stock/General Assembly,7
SSD32GB,WH/Stock/Tech Stock,4
SSD64GB,WH/Stock/Tech Stock,13
SUB-DTC,WH/Stock/Final Finished Goods,1
SUBDT2BP,WH/Stock/General Assembly,4
SW185,WH/Stock/Tech Stock,6
SW185A,WH/Stock/Tech Stock,71
SW185A,WH/Stock/Final Finished Goods,58
SW201,WH/Stock/Tech Stock,20
SW32B,WH/Stock/General Assembly,139
SW32B,WH/Stock/Final Finished Goods,50
SW32C,WH/Stock/Raw Materials,210
SW32C,WH/Stock/General Assembly,145
SW383,WH/Stock/Tech Stock,767
SW383,WH/Stock/Final Finished Goods,133
SW383A,WH/Stock/Tech Stock,1478
SW383A,WH/Stock/Final Finished Goods,325
SW383B,WH/Stock/Final Finished Goods,988
SW54420,WH/Stock/Tech Stock,100
SW54420,WH/Stock/General Assembly,16
SW54423,WH/Stock/Tech Stock,10
SW59,WH/Stock/Tech Stock,8
SW59A,WH/Stock/Tech Stock,9
SW660,WH/Stock/Tech Stock,12
SWBD1300,WH/Stock/Raw Materials,4
SWBD1300,WH/Stock/Tech Stock,12
SWBD1700A,WH/Stock/Final Finished Goods,6
TEL106,WH/Stock/Tech Finished Goods,3
TEL108,WH/Stock/Final Finished Goods,5
TEL123,WH/Stock/Tech Stock,11
TEL175,WH/Stock/Tech Stock,7
TER187,WH/Stock/Raw Materials,1590
TER187,WH/Stock/Tech Stock,574
TER192,WH/Stock/Raw Materials,1971
TER192A,WH/Stock/Raw Materials,3192
TER210,WH/Stock/Tech Stock,383
TER211,WH/Stock/Raw Materials,3000
TER211,WH/Stock/Tech Stock,677
TER211,WH/Stock/General Assembly,195
TER553,WH/Stock/Tech Stock,8
TER553,WH/Stock/General Assembly,178
TER634,WH/Stock/Raw Materials,541
TER690,WH/Stock/Raw Materials,2551
TER690,WH/Stock/General Assembly,243
TER694,WH/Stock/Tech Stock,57
TER695A,WH/Stock/Raw Materials,400
TER695A,WH/Stock/General Assembly,261
TER695A,WH/Stock/Final Finished Goods,82
TOP1003,WH/Stock/Final Finished Goods,10
TR122A,WH/Stock/Tech Stock,45
TR150,WH/Stock/Tech Stock,23
TR155,WH/Stock/Tech Stock,266
TRF09D,WH/Stock/Raw Materials,63
TRF09D,WH/Stock/Tech Stock,9
TSUBV2KIT,WH/Stock/Tech Finished Goods,1
ULCD500,WH/Stock/Tech Stock,26
VCHANNELS,WH/Stock/Final Finished Goods,29
VIEW1500FR,WH/Stock/General Assembly,1
WAS2680,WH/Stock/General Assembly,785
WAS2730,WH/Stock/General Assembly,249
WAS2740,WH/Stock/General Assembly,188
WAS2830,WH/Stock/Raw Materials,50
WAS2830,WH/Stock/General Assembly,20
WAS2840,WH/Stock/Raw Materials,83
WAS2840,WH/Stock/General Assembly,30
WAS3010,WH/Stock/Tech Stock,165
WAS3210,WH/Stock/General Assembly,104
WAS3420,WH/Stock/Raw Materials,2448
WAS3420,WH/Stock/Tech Stock,1678
WAS3420,WH/Stock/General Assembly,101
WAS3610,WH/Stock/General Assembly,509
WAS3612,WH/Stock/General Assembly,688
WAS3615,WH/Stock/Raw Materials,300
WAS3615,WH/Stock/General Assembly,227
WAS3620,WH/Stock/Raw Materials,1569
WAS3625,WH/Stock/Raw Materials,500
WAS3625,WH/Stock/General Assembly,335
WAS3630,WH/Stock/Welding,27
WAS3635,WH/Stock/General Assembly,1574
WAS3640,WH/Stock/Raw Materials,500
WAS3640,WH/Stock/General Assembly,208
WAS4420,WH/Stock/Raw Materials,5176
WAS4420,WH/Stock/Final Finished Goods,953
WAS4620,WH/Stock/Welding,199
WAS5630,WH/Stock/General Assembly,81
WAS5635,WH/Stock/Raw Materials,500
WAS5635,WH/Stock/General Assembly,188
WAS6420,WH/Stock/Tech Stock,646
WAS6420,WH/Stock/General Assembly,657
WAS6600,WH/Stock/General Assembly,1232
WB110,WH/Stock/Final Finished Goods,53
WB110A,WH/Stock/Final Finished Goods,6648
WIR11141,WH/Stock/Final Finished Goods,4
WIR183SO,WH/Stock/General Assembly,349
WIR200,WH/Stock/Tech Stock,3318
WIR200,WH/Stock/Final Finished Goods,7475
WIR500GRAY,WH/Stock/Tech Stock,389.5
WIR500GRAY,WH/Stock/Final Finished Goods,5000.75
WIR6020GRN,WH/Stock/Raw Materials,1000
WIR620BLK,WH/Stock/Raw Materials,1000
WIR620BLK,WH/Stock/Tech Stock,584
WIR620BLU,WH/Stock/Raw Materials,1000
WIR620BLU,WH/Stock/General Assembly,733
WIR620BRN,WH/Stock/Tech Stock,150.833
WIR620GRAY,WH/Stock/Tech Stock,1000.33
WIR620GRN,WH/Stock/Tech Stock,629.503
WIR620GRN,WH/Stock/General Assembly,770
WIR620ORG,WH/Stock/Raw Materials,1000
WIR620ORG,WH/Stock/Tech Stock,550.777
WIR620PUR,WH/Stock/Raw Materials,4000
WIR620RED,WH/Stock/Tech Stock,923.677
WIR620WHT,WH/Stock/Raw Materials,25000
WIR620WHT,WH/Stock/Tech Stock,309.664
WIR620WHT,WH/Stock/General Assembly,3561.5
WIR620YEL,WH/Stock/Raw Materials,6000
WIR620YEL,WH/Stock/Tech Stock,222
WIR620YEL,WH/Stock/General Assembly,2463
WIR622RED,WH/Stock/Raw Materials,1000
WIR626RED,WH/Stock/Tech Stock,72.501
WIR9012WHT,WH/Stock/Raw Materials,5500
WIR912ORG,WH/Stock/Raw Materials,500
WIR914GRN,WH/Stock/Raw Materials,1000
WIR916PUR,WH/Stock/Raw Materials,1000
WKOPTIBS2,WH/Stock/Final Finished Goods,1
WKOPTIBS3,WH/Stock/Tech Finished Goods,1
WKOPTIFP,WH/Stock/Final Finished Goods,1
WKOPTIMP,WH/Stock/Final Finished Goods,2
WM.75,WH/Stock/Final Finished Goods,143
WM1.25,WH/Stock/Final Finished Goods,222
XSLKCB2,WH/Stock/Final Finished Goods,4
XSLKCB2R,WH/Stock/Final Finished Goods,1
SMF2083,WH/Stock/Welding,9
SMF2085,WH/Stock/Welding,5
SMF2090,WH/Stock/Welding,3
SMF2990,WH/Stock/Welding,4
SMF2995,WH/Stock/Welding,2
SMF3000,WH/Stock/General Assembly,94
SMF3005,WH/Stock/Welding,4
SMF3010,WH/Stock/Welding,5
SMF3015,WH/Stock/Welding,1
SMF3022,WH/Stock/Welding,7
SMF3027,WH/Stock/Welding,7
SMF3032,WH/Stock/Raw Materials,3
SMF3032,WH/Stock/Welding,3
SMF3033,WH/Stock/General Assembly,7
SMH100,WH/Stock/Raw Materials,29
SMH100,WH/Stock/General Assembly,33
SMH105,WH/Stock/Raw Materials,50
SMH105,WH/Stock/Tech Stock,1
SMH105,WH/Stock/General Assembly,3
SMP003,WH/Stock/Raw Materials,19
SMP020-V2,WH/Stock/Raw Materials,198
SMP100,WH/Stock/Raw Materials,3
SMP100,WH/Stock/Final Finished Goods,8
SMP165,WH/Stock/Final Finished Goods,1
SMP245,WH/Stock/Final Finished Goods,25
SMP246-U,WH/Stock/Raw Materials,27
SMP246-U,WH/Stock/Final Finished Goods,35
SMP525,WH/Stock/Welding,21
SMP535,WH/Stock/Final Finished Goods,1
SOC160,WH/Stock/Tech Stock,1442
SPK32-4M,WH/Stock/Final Finished Goods,1
SPK3WI,WH/Stock/General Assembly,16
SPK700,WH/Stock/Tech Stock,101
STARS170,WH/Stock/Raw Materials,1
STARS180,WH/Stock/General Assembly,44
SW-CCT,WH/Stock/General Assembly,41
SW-DB,WH/Stock/Tech Stock,310
SW01,WH/Stock/General Assembly,54
SW06,WH/Stock/Tech Stock,10
SW08,WH/Stock/Tech Stock,6
SW090,WH/Stock/Tech Stock,5
SW1101,WH/Stock/Tech Stock,5
SW2125,WH/Stock/Tech Stock,16
SW32,WH/Stock/General Assembly,69
SW32A,WH/Stock/Raw Materials,180
SW32A,WH/Stock/Tech Stock,38
SW49,WH/Stock/Tech Stock,11
SW49A,WH/Stock/Tech Stock,5
SW4L,WH/Stock/Tech Stock,211
SW4L,WH/Stock/General Assembly,26
SW4LA,WH/Stock/Final Finished Goods,436
SW4LDB,WH/Stock/Final Finished Goods,57
SW692,WH/Stock/Tech Stock,62
SW730,WH/Stock/Tech Stock,2
SW841,WH/Stock/Final Finished Goods,29
SWBD1900,WH/Stock/Final Finished Goods,25
SWCCTBN,WH/Stock/General Assembly,22
SWCCTBST,WH/Stock/General Assembly,2
SWCCTBT,WH/Stock/General Assembly,4
SWCCTFR,WH/Stock/General Assembly,3
SWCCTYG,WH/Stock/Raw Materials,2
TBWDFT,WH/Stock/Welding,61
TER-B,WH/Stock/General Assembly,715
TER101,WH/Stock/Tech Stock,128
TER115,WH/Stock/General Assembly,536
TER150,WH/Stock/Raw Materials,1858
TER1610,WH/Stock/General Assembly,970
TER1610,WH/Stock/Final Finished Goods,501
TER273,WH/Stock/Raw Materials,200
TER273,WH/Stock/General Assembly,26
TER422,WH/Stock/Tech Stock,3
TER422,WH/Stock/General Assembly,578
TER452,WH/Stock/Tech Stock,44
TER452,WH/Stock/General Assembly,304
TER72B,WH/Stock/Tech Stock,1
TER72B,WH/Stock/General Assembly,696
TER800,WH/Stock/Raw Materials,800
TER805,WH/Stock/Raw Materials,950
TER901A,WH/Stock/Tech Stock,331
TER901A,WH/Stock/General Assembly,108
TER901A,WH/Stock/Final Finished Goods,2153
TL130,WH/Stock/General Assembly,50
TMB500,WH/Stock/Final Finished Goods,20
TOP3006,WH/Stock/Final Finished Goods,3
TP-S-6A6A,WH/Stock/Final Finished Goods,41
TR170,WH/Stock/Tech Stock,200
TR190,WH/Stock/Tech Stock,41
TR210,WH/Stock/Tech Stock,98
TR225,WH/Stock/Tech Stock,66
TR230,WH/Stock/Tech Stock,30
TR250,WH/Stock/Tech Stock,823
TRF30,WH/Stock/Final Finished Goods,8
TRF30MB,WH/Stock/Final Finished Goods,5
TSSBD,WH/Stock/Tech Finished Goods,13
TSSBD,WH/Stock/Final Finished Goods,2
TSSBD3,WH/Stock/Tech Finished Goods,14
TSSBD3,WH/Stock/Final Finished Goods,9
VALUPVP,WH/Stock/Raw Materials,4
VENT100,WH/Stock/General Assembly,11
VESABRK,WH/Stock/Raw Materials,60
VG1,WH/Stock/Final Finished Goods,16
VIEW3025,WH/Stock/Raw Materials,4
WAS1000,WH/Stock/General Assembly,107
WAS1210,WH/Stock/Tech Stock,498
WAS2610,WH/Stock/Raw Materials,2865
WAS2620,WH/Stock/Raw Materials,96
WAS2620,WH/Stock/Welding,114
WEL2240,WH/Stock/Raw Materials,372
WEL2520,WH/Stock/Welding,934
WEL2525,WH/Stock/Welding,376
WEL2630,WH/Stock/Welding,468
WEL2640,WH/Stock/Welding,6223
WEL2640,WH/Stock/General Assembly,177
WEL2680,WH/Stock/General Assembly,9
WEL2710,WH/Stock/Welding,436
WEL2840,WH/Stock/General Assembly,105
WEL2845,WH/Stock/Raw Materials,1000
WEL2845,WH/Stock/Welding,60
WEL2865,WH/Stock/Welding,830
WIR100,WH/Stock/Tech Stock,6560
WIR100,WH/Stock/Final Finished Goods,9690
WIR400,WH/Stock/General Assembly,392
WIR450A,WH/Stock/Tech Stock,590
WIR6016GRN,WH/Stock/Raw Materials,2000
WIR6018BLK,WH/Stock/General Assembly,1255.45
WIR6018BLU,WH/Stock/Raw Materials,9000
WIR6018BRN,WH/Stock/Raw Materials,5000
WIR6018GRAY,WH/Stock/Raw Materials,4000
WIR6018GRN,WH/Stock/General Assembly,1319.95
WIR6018PUR,WH/Stock/Raw Materials,1000
WIR6018PUR,WH/Stock/General Assembly,890
WIR6018RED,WH/Stock/Raw Materials,1000
WIR6018RED,WH/Stock/General Assembly,500
WIR6018WHT,WH/Stock/General Assembly,544.45
WIR6018YEL,WH/Stock/Raw Materials,4000
WIR626YEL,WH/Stock/Tech Stock,72.501
WIR710,WH/Stock/Tech Stock,70
WIR916G/Y,WH/Stock/Raw Materials,6100
WIR916G/Y,WH/Stock/Tech Stock,347.7
WK824,WH/Stock/Final Finished Goods,5
WKADQM,WH/Stock/Final Finished Goods,2
WKEMI,WH/Stock/Final Finished Goods,2
WKOPTIBS,WH/Stock/Final Finished Goods,1
XSL49A,WH/Stock/Final Finished Goods,35
XSLKCB34R,WH/Stock/Final Finished Goods,2
XTAL245,WH/Stock/Tech Stock,44
ZZZTEST,WH/Stock/Final Finished Goods,1
