StockCode,Warehouse,OnHand
ELC229,WH/Stock/Raw Materials,4317
ELC229,WH/Stock/General Assembly,788
ELC230,WH/Stock/General Assembly,45
ELC231,WH/Stock/Raw Materials,7700
ELC231,WH/Stock/Tech Stock,1227
ELC231,WH/Stock/General Assembly,329
ELC232,WH/Stock/Tech Stock,27
ELC233,WH/Stock/Tech Stock,100
ELC233,WH/Stock/General Assembly,941
ELC234,WH/Stock/Tech Stock,39
ELC234,WH/Stock/General Assembly,14
ELC270,WH/Stock/Tech Stock,58
ELC375,WH/Stock/Tech Stock,26
ELC5000,WH/Stock/Tech Stock,546
ELC5018,WH/Stock/Tech Stock,87
ELC5023,WH/Stock/Tech Stock,344
ET,WH/Stock/Final Finished Goods,17
ETX100,WH/Stock/Tech Stock,28
EVMHD-R,WH/Stock/General Assembly,1
EVMHDKIT,WH/Stock/General Assembly,2
EVMHDLED-R,WH/Stock/Final Finished Goods,1
FOPADV2,WH/Stock/Tech Finished Goods,13
FOPADV2,WH/Stock/Final Finished Goods,6
FUSE1G,WH/Stock/Tech Stock,128
FUSE5,WH/Stock/Tech Stock,74
GAS100,WH/Stock/General Assembly,128.26
GAS200,WH/Stock/Raw Materials,1000
GAS200,WH/Stock/General Assembly,10274.84
GRA1000,WH/Stock/General Assembly,13
GRA1100,WH/Stock/General Assembly,20
GRA1200,WH/Stock/General Assembly,22
GRA1300,WH/Stock/General Assembly,14
GRA2000,WH/Stock/General Assembly,41
GRA2100,WH/Stock/General Assembly,13
HA200,WH/Stock/Final Finished Goods,1
HS1/16,WH/Stock/Tech Stock,83
HS1/8,WH/Stock/Tech Stock,26.68
HSG2213,WH/Stock/Tech Stock,39
HSG225,WH/Stock/General Assembly,4
HSG230,WH/Stock/General Assembly,1
HSG243,WH/Stock/Raw Materials,89
HSG255,WH/Stock/Raw Materials,152
HSG255,WH/Stock/General Assembly,137
HSG260,WH/Stock/General Assembly,522
HSG2803,WH/Stock/General Assembly,1119
HSG281,WH/Stock/Raw Materials,50
HSG281,WH/Stock/Final Finished Goods,1
HSG2820,WH/Stock/General Assembly,223
HSG299,WH/Stock/Raw Materials,19
HSG299,WH/Stock/General Assembly,4
HYPERDT,WH/Stock/Final Finished Goods,1
HYPERPCAC,WH/Stock/Final Finished Goods,2
IC500,WH/Stock/Tech Stock,22
IC502,WH/Stock/Tech Stock,85
IC650,WH/Stock/Tech Stock,332
IC660,WH/Stock/Tech Stock,1
IC775,WH/Stock/Tech Stock,63
IC777,WH/Stock/Tech Stock,207
IC885,WH/Stock/Tech Stock,17
IC885,WH/Stock/Final Finished Goods,113
IC900,WH/Stock/Tech Stock,6
IC910,WH/Stock/Tech Stock,88
ICMILET,WH/Stock/Final Finished Goods,1608
ICPDT,WH/Stock/Final Finished Goods,8
IND1080,WH/Stock/General Assembly,19
IND34,WH/Stock/Final Finished Goods,10
KM,WH/Stock/Final Finished Goods,38
KOLAV1734,WH/Stock/Tech Stock,130
LAM25T8,WH/Stock/Raw Materials,34
LAM25T8/841,WH/Stock/Raw Materials,15
LAM31T8,WH/Stock/Raw Materials,31
LAM32T8,WH/Stock/Raw Materials,260
LAMS13080,WH/Stock/General Assembly,137
LOOP150,WH/Stock/Tech Stock,3
LOOP210,WH/Stock/Tech Stock,8
LOOP300,WH/Stock/Final Finished Goods,3
LP500DPL,WH/Stock/Tech Stock,60
M105D,WH/Stock/Tech Stock,7
M105W,WH/Stock/Final Finished Goods,4
M155CLR,WH/Stock/General Assembly,24.262
M165,WH/Stock/General Assembly,9
M17,WH/Stock/Final Finished Goods,43
M18,WH/Stock/Tech Stock,26
M18,WH/Stock/Final Finished Goods,178
M18BLK,WH/Stock/Final Finished Goods,3300
M19,WH/Stock/Raw Materials,2500
M19,WH/Stock/Final Finished Goods,6467
M21,WH/Stock/Raw Materials,1700
M22,WH/Stock/Raw Materials,150
M22,WH/Stock/Tech Stock,40
M22,WH/Stock/General Assembly,159
M224,WH/Stock/Tech Stock,186
M225,WH/Stock/General Assembly,732
M400BR,WH/Stock/Final Finished Goods,113
M400EFP,WH/Stock/Final Finished Goods,135
M400SEAL,WH/Stock/Final Finished Goods,3
M500,WH/Stock/Tech Stock,19
M500,WH/Stock/Final Finished Goods,78
M5250,WH/Stock/Raw Materials,160
M5250,WH/Stock/General Assembly,13
M601,WH/Stock/Tech Stock,2463
M601,WH/Stock/Final Finished Goods,122
M610,WH/Stock/General Assembly,240
M613,WH/Stock/Tech Stock,92
M614,WH/Stock/Tech Stock,475
M614,WH/Stock/General Assembly,216
M618,WH/Stock/Tech Stock,374
M61LB,WH/Stock/Raw Materials,5750
M61LB,WH/Stock/Final Finished Goods,24
M62,WH/Stock/Tech Stock,98.984
M62,WH/Stock/General Assembly,20
M632,WH/Stock/Tech Stock,63
M7,WH/Stock/General Assembly,28
M70,WH/Stock/Tech Stock,68
M730,WH/Stock/Final Finished Goods,1565
M8,WH/Stock/General Assembly,147
M80,WH/Stock/General Assembly,21
M800,WH/Stock/General Assembly,81.5
M802,WH/Stock/Raw Materials,100
M802,WH/Stock/General Assembly,9
M806,WH/Stock/Raw Materials,600
M806,WH/Stock/General Assembly,300.7
M81,WH/Stock/Raw Materials,50
M81,WH/Stock/General Assembly,10
M810,WH/Stock/Raw Materials,100
M810,WH/Stock/General Assembly,124
M813,WH/Stock/General Assembly,59
M816,WH/Stock/General Assembly,226
M817,WH/Stock/Raw Materials,98
M817,WH/Stock/General Assembly,36
M820,WH/Stock/Raw Materials,50
M820,WH/Stock/General Assembly,191
M860,WH/Stock/General Assembly,51
M865,WH/Stock/General Assembly,62
M905,WH/Stock/General Assembly,250
MEM-375,WH/Stock/Tech Stock,11
MEM-SD8GB,WH/Stock/Tech Stock,58
MNT-MB7950,WH/Stock/General Assembly,6
MNT0060,WH/Stock/Final Finished Goods,2
MONLCD12,WH/Stock/Final Finished Goods,6
MONLCD12P,WH/Stock/Final Finished Goods,3
MONRPKIT,WH/Stock/Final Finished Goods,18
LIDAT,WH/Stock/Final Finished Goods,21
LT350,WH/Stock/Final Finished Goods,63
M1025,WH/Stock/General Assembly,80
M105,WH/Stock/Tech Stock,10
M1058,WH/Stock/General Assembly,798
M107,WH/Stock/General Assembly,13
M108,WH/Stock/General Assembly,3
M10B,WH/Stock/General Assembly,114
M1100,WH/Stock/General Assembly,9
M1120,WH/Stock/Raw Materials,54
M1125,WH/Stock/Raw Materials,54
M12316,WH/Stock/General Assembly,2473
M12317,WH/Stock/Raw Materials,300
M12317,WH/Stock/General Assembly,621
M153CLR,WH/Stock/General Assembly,10.9
M155,WH/Stock/General Assembly,2
M155,WH/Stock/Final Finished Goods,6
M192,WH/Stock/Final Finished Goods,1
M193,WH/Stock/Final Finished Goods,80
M20,WH/Stock/Final Finished Goods,1765
M204,WH/Stock/Raw Materials,10
M204,WH/Stock/General Assembly,14
M205,WH/Stock/General Assembly,19
M206,WH/Stock/General Assembly,13
M207,WH/Stock/General Assembly,15
M240,WH/Stock/Raw Materials,4
M250,WH/Stock/Final Finished Goods,100
M270,WH/Stock/Tech Stock,160
M275,WH/Stock/Tech Stock,217
M280,WH/Stock/Raw Materials,3000
M280,WH/Stock/General Assembly,374
M285,WH/Stock/Raw Materials,1800
M285,WH/Stock/General Assembly,115
M296,WH/Stock/Tech Stock,2722
M3,WH/Stock/General Assembly,137
M3000,WH/Stock/Raw Materials,12
M3000,WH/Stock/General Assembly,4
M350,WH/Stock/General Assembly,101
M350A,WH/Stock/General Assembly,141
M5257,WH/Stock/Raw Materials,12
M5257,WH/Stock/General Assembly,1
M5265,WH/Stock/Raw Materials,30
M5275,WH/Stock/Raw Materials,50
M5275,WH/Stock/General Assembly,24
M632B,WH/Stock/Final Finished Goods,228
M660,WH/Stock/General Assembly,99
M662,WH/Stock/General Assembly,34
M733,WH/Stock/Final Finished Goods,164
M737,WH/Stock/General Assembly,35
M738,WH/Stock/Raw Materials,30
M738,WH/Stock/General Assembly,603
M739,WH/Stock/General Assembly,108
M739,WH/Stock/Final Finished Goods,15
M741,WH/Stock/Final Finished Goods,215
M742,WH/Stock/General Assembly,264
M750,WH/Stock/General Assembly,573
M755,WH/Stock/General Assembly,110
M756,WH/Stock/Final Finished Goods,110
M826,WH/Stock/General Assembly,22
M831,WH/Stock/Final Finished Goods,27
MAG125N,WH/Stock/General Assembly,60
MAG125S,WH/Stock/Raw Materials,1269
MAG250,WH/Stock/Raw Materials,200
MAG250,WH/Stock/General Assembly,490
MEM200,WH/Stock/Tech Stock,10
MICP,WH/Stock/Tech Finished Goods,2
MICP,WH/Stock/Final Finished Goods,4
MONLCD2075,WH/Stock/Final Finished Goods,5
MONPSHC,WH/Stock/Final Finished Goods,50
NBS820,WH/Stock/Tech Stock,667
NBS825,WH/Stock/Tech Stock,520
NGARS135,WH/Stock/Raw Materials,45
NGARS145,WH/Stock/Raw Materials,21
NGARS155,WH/Stock/Raw Materials,238
NGARS165,WH/Stock/Raw Materials,219
NGPSC2PNL,WH/Stock/Final Finished Goods,4
NGSC100C,WH/Stock/Welding,15
NGSC110,WH/Stock/Welding,197
NGSH2-PSA,WH/Stock/Raw Materials,65
NUT9250,WH/Stock/Raw Materials,316
NUT9250,WH/Stock/General Assembly,97
NUT9265,WH/Stock/General Assembly,472
NUT9350,WH/Stock/General Assembly,453
NUT9360,WH/Stock/Raw Materials,500
NUT9360,WH/Stock/General Assembly,115
NUT9365,WH/Stock/General Assembly,251
NY100,WH/Stock/Raw Materials,0.583
OMCTS11,WH/Stock/Powder Coat,1
OMCTS11,WH/Stock/Tech Finished Goods,1
PB1606RJV2,WH/Stock/Final Finished Goods,2
PC824 8.5,WH/Stock/Final Finished Goods,56
PCA107,WH/Stock/Final Finished Goods,9
PCA108,WH/Stock/Final Finished Goods,2
PCA10906,WH/Stock/Final Finished Goods,13
PCA10910,WH/Stock/Final Finished Goods,40
PCA10915,WH/Stock/Final Finished Goods,81
PCA150,WH/Stock/Tech Stock,3
PCA165,WH/Stock/Tech Stock,8
PCA170,WH/Stock/Final Finished Goods,3
PCA30925-VGA,WH/Stock/Final Finished Goods,17
PCA30930-USB,WH/Stock/Final Finished Goods,11
PCA310,WH/Stock/Tech Stock,14
PCB-084S,WH/Stock/Tech Stock,30
PCB-084SP,WH/Stock/Tech Stock,70
PCB-1000,WH/Stock/Tech Stock,100
PCB-1001,WH/Stock/Tech Stock,50
PCB-1002,WH/Stock/Tech Stock,108
PCB-1003,WH/Stock/Tech Stock,108
PCB-364V2,WH/Stock/Tech Stock,20
PCB-366,WH/Stock/Tech Stock,18
PCB-373,WH/Stock/Tech Stock,118
PCB-375,WH/Stock/Tech Stock,23
PCB-383,WH/Stock/Tech Stock,37
PCB-407,WH/Stock/Tech Stock,11
PCB-415,WH/Stock/Tech Stock,6
PCB-4617B,WH/Stock/Tech Stock,66
PCCKBM/F,WH/Stock/Final Finished Goods,1
PCCKBM/MPS2,WH/Stock/Final Finished Goods,57
PCCM/F3,WH/Stock/Tech Stock,20
PCCMSM/F,WH/Stock/Final Finished Goods,34
PCSNAV2014,WH/Stock/Final Finished Goods,31
PCV01381,WH/Stock/Tech Stock,12
PCV100,WH/Stock/Final Finished Goods,24
PCV150,WH/Stock/Raw Materials,13
PCV64405,WH/Stock/Final Finished Goods,16
PEX100,WH/Stock/Raw Materials,1500
PEX100,WH/Stock/General Assembly,896.267
PEX200,WH/Stock/Raw Materials,1008
PEX200,WH/Stock/General Assembly,104.828
PEX300,WH/Stock/General Assembly,238.555
PHONESUPPORT,WH/Stock/Final Finished Goods,9
PIP,WH/Stock/Final Finished Goods,15
PLG1030,WH/Stock/General Assembly,75
PLG1040,WH/Stock/Tech Stock,39
PLG1040,WH/Stock/General Assembly,792
PLG1050,WH/Stock/Raw Materials,50
PLG1050,WH/Stock/General Assembly,7
PLG3020,WH/Stock/Raw Materials,126
PLG4040,WH/Stock/Tech Stock,28
PLS115,WH/Stock/Raw Materials,72
POL140,WH/Stock/Sheet Metal,24
POL140W,WH/Stock/Sheet Metal,4
POL150,WH/Stock/Sheet Metal,14
POS1734ETX2,WH/Stock/Tech Stock,19
POT200,WH/Stock/Tech Stock,21
POT200,WH/Stock/General Assembly,2
POT250,WH/Stock/Tech Stock,30
POT5KA502,WH/Stock/Tech Stock,100
PS57,WH/Stock/Tech Stock,14
PS57M,WH/Stock/Tech Stock,1
PS700,WH/Stock/Tech Stock,52
PS765,WH/Stock/Tech Stock,2
PS765M,WH/Stock/Final Finished Goods,9
MOUSE-USB,WH/Stock/Final Finished Goods,31
NBS165,WH/Stock/Final Finished Goods,327
NBS170,WH/Stock/Tech Stock,2983
NBS170,WH/Stock/General Assembly,365
NBS170A,WH/Stock/Raw Materials,711
NBS170A,WH/Stock/Tech Stock,1582
NBS170A,WH/Stock/General Assembly,659
NBS171,WH/Stock/Tech Stock,265
NBS172C,WH/Stock/Tech Stock,1936
NGARS105,WH/Stock/Raw Materials,114
NGARS105KIT,WH/Stock/General Assembly,5
NGARS125,WH/Stock/Raw Materials,54
NGARSKIT,WH/Stock/Raw Materials,17
NGSH2-DSA,WH/Stock/Raw Materials,54
NGSH2-MD,WH/Stock/Raw Materials,500
NGSH2-MD,WH/Stock/General Assembly,141
NGSH2-NA,WH/Stock/Final Finished Goods,262
NGSH2AL-B,WH/Stock/General Assembly Finished Goods,2
NUT1410,WH/Stock/Raw Materials,100
NUT1410,WH/Stock/Tech Stock,18
NUT1410,WH/Stock/General Assembly,78
NUT1420,WH/Stock/Raw Materials,800
NUT1420,WH/Stock/General Assembly,393
NUT1430,WH/Stock/Tech Stock,23
NUT1430,WH/Stock/General Assembly,279
NUT2230,WH/Stock/Raw Materials,8823
NUT2230,WH/Stock/Tech Stock,36
NUT2230,WH/Stock/General Assembly,736
NUT2230,WH/Stock/Final Finished Goods,4
NUT2240,WH/Stock/General Assembly,493
NUT2410,WH/Stock/Tech Stock,271
NUT2410,WH/Stock/General Assembly,1049
NUT2420,WH/Stock/General Assembly,258
NUT2610,WH/Stock/Raw Materials,242
NUT2610,WH/Stock/General Assembly,380
NUT2620,WH/Stock/Raw Materials,1419
NUT2620,WH/Stock/Welding,575
NUT2620,WH/Stock/General Assembly,925
NUT2640,WH/Stock/Raw Materials,50
NUT2640,WH/Stock/General Assembly,223
NUT2680,WH/Stock/Raw Materials,200
NUT2680,WH/Stock/General Assembly,52
NUT2730,WH/Stock/General Assembly,339
NUT2805,WH/Stock/Raw Materials,39
NUT3210,WH/Stock/Tech Stock,17
NUT3210,WH/Stock/General Assembly,152
NUT3220,WH/Stock/Raw Materials,300
NUT3220,WH/Stock/Tech Stock,96
NUT3220,WH/Stock/General Assembly,48
NUT3320,WH/Stock/Tech Stock,97
NUT3420,WH/Stock/General Assembly,956
NUT3420,WH/Stock/Final Finished Goods,22
NUT3430,WH/Stock/Tech Stock,41
NUT3430,WH/Stock/General Assembly,591
NUT3440,WH/Stock/General Assembly,240
NUT3620,WH/Stock/Tech Stock,169
NUT3620,WH/Stock/General Assembly,49
NUT3620,WH/Stock/Final Finished Goods,25
NUT4220,WH/Stock/Sheet Metal,656
NUT4230,WH/Stock/Sheet Metal,328
NUT5430,WH/Stock/General Assembly,48
NUT7220,WH/Stock/Welding,24
NUT7420,WH/Stock/Raw Materials,1971
NUT7420,WH/Stock/Welding,104
NUT8210,WH/Stock/General Assembly,584
NUT8410,WH/Stock/General Assembly,701
OMCPCSTICK,WH/Stock/Tech Stock,1
ORDCLASS1,WH/Stock/General Assembly,18
PB,WH/Stock/Tech Stock,1
PB,WH/Stock/Final Finished Goods,2
PB321,WH/Stock/Tech Stock,2
PCA10925,WH/Stock/Final Finished Goods,93
PCA111,WH/Stock/Final Finished Goods,2
PCA300,WH/Stock/Tech Stock,15
PCA308,WH/Stock/Final Finished Goods,4
PCA30906-VGA,WH/Stock/Tech Stock,32
PCA30906-VGA,WH/Stock/Final Finished Goods,11
PCA531,WH/Stock/Final Finished Goods,1
PCA9020,WH/Stock/Tech Stock,26
PCB-0103,WH/Stock/Tech Stock,2
PCB-054,WH/Stock/Tech Stock,31
PCB-345,WH/Stock/Tech Stock,15
PCB-354,WH/Stock/Tech Stock,78
PCB-356,WH/Stock/Tech Stock,17
PCCDP100,WH/Stock/Tech Stock,149
PCCF/F,WH/Stock/Raw Materials,112
PCCF/F,WH/Stock/Final Finished Goods,442
PCCVEM/M,WH/Stock/Final Finished Goods,26
PCH115,WH/Stock/Tech Stock,11
PCS-WIN7LC,WH/Stock/Tech Stock,4
PLG2010,WH/Stock/Raw Materials,723
PLG2010,WH/Stock/General Assembly,59
PLG2020,WH/Stock/Tech Stock,234
PLG2030,WH/Stock/General Assembly,377
PLG2040,WH/Stock/Raw Materials,54
PLG2040,WH/Stock/General Assembly,96
PLS400,WH/Stock/Final Finished Goods,773
POT100,WH/Stock/Tech Stock,28
POT100HW,WH/Stock/Tech Stock,132
POT130,WH/Stock/Tech Stock,3
POT140,WH/Stock/Tech Stock,112
PS-DR1512,WH/Stock/General Assembly,9
PS-DR6012,WH/Stock/General Assembly,3
PS-PCS,WH/Stock/Tech Stock,4
PS15,WH/Stock/Tech Stock,3
PS15,WH/Stock/Final Finished Goods,5
PS15824,WH/Stock/Final Finished Goods,2
PS30,WH/Stock/Tech Stock,4
PS30U120,WH/Stock/Final Finished Goods,19
PS30U120M,WH/Stock/Final Finished Goods,1
PT790500S591002,WH/Stock/Tech Stock,19
PT850,WH/Stock/Tech Stock,7
QV1000LED,WH/Stock/General Assembly Finished Goods,1
R10,WH/Stock/Tech Stock,5373
R100,WH/Stock/Tech Stock,1021
R100K,WH/Stock/Tech Stock,2021
R15K,WH/Stock/Tech Stock,1740
R1K,WH/Stock/Tech Stock,402
R220,WH/Stock/Tech Stock,111
R220K,WH/Stock/Tech Stock,76
R22K,WH/Stock/Tech Stock,1140
R5.6K,WH/Stock/Tech Stock,2743
RA220,WH/Stock/Tech Stock,95
RD220,WH/Stock/Tech Stock,73
RE27,WH/Stock/Tech Stock,52
REL34,WH/Stock/Tech Stock,39
REL400,WH/Stock/Tech Stock,93
RIV122,WH/Stock/General Assembly,630
RIV130A,WH/Stock/General Assembly,976
RIV145,WH/Stock/General Assembly,3000
RIV146,WH/Stock/General Assembly,3138
ROD,WH/Stock/Final Finished Goods,172
S126,WH/Stock/Final Finished Goods,8
S210I,WH/Stock/Final Finished Goods,9
S2KD1080,WH/Stock/General Assembly,55
S2KD1100,WH/Stock/Final Finished Goods,7
S2KD1125,WH/Stock/Raw Materials,2
SCW2415,WH/Stock/Tech Stock,1197
SCW2415,WH/Stock/General Assembly,1324
SCW2433,WH/Stock/Raw Materials,4521
SCW2433,WH/Stock/General Assembly,4635
SCW2435,WH/Stock/Raw Materials,2000
SCW2435,WH/Stock/Tech Stock,16
SCW2435,WH/Stock/General Assembly,1068
SCW2440,WH/Stock/Raw Materials,33965
SCW2440,WH/Stock/General Assembly,159
SCW2455,WH/Stock/Raw Materials,3122
SCW2455,WH/Stock/General Assembly,3843
SCW2458,WH/Stock/General Assembly,50
SCW2459,WH/Stock/Raw Materials,500
SCW2459,WH/Stock/General Assembly,299
SCW2460,WH/Stock/Raw Materials,2151
SCW2461A,WH/Stock/Raw Materials,25
SCW2461A,WH/Stock/Final Finished Goods,76
SCW2462,WH/Stock/Final Finished Goods,1004
SCW2463,WH/Stock/Raw Materials,5637
SCW2463,WH/Stock/Final Finished Goods,839
PST1,WH/Stock/Raw Materials,450
PST1/2,WH/Stock/Raw Materials,350
PST1/4,WH/Stock/General Assembly,147.458
PST3/4,WH/Stock/Raw Materials,40
PSTC3001U,WH/Stock/Tech Stock,16
PSTC3001U,WH/Stock/Final Finished Goods,6
PT-CD7220REAR,WH/Stock/Final Finished Goods,1
PTHRP5,WH/Stock/Welding,0.653
PVC4IN,WH/Stock/General Assembly,22
PVCC,WH/Stock/Final Finished Goods,4
PVCG,WH/Stock/Final Finished Goods,1
QV1025KIT,WH/Stock/General Assembly,16
QV1050,WH/Stock/Raw Materials,39
QV2000LED,WH/Stock/Final Finished Goods,4
QWERTY,WH/Stock/Final Finished Goods,1
QWERTYPLB,WH/Stock/Tech Stock,7
QWERTYR,WH/Stock/Final Finished Goods,4
QWIK004,WH/Stock/General Assembly,1512
R10K,WH/Stock/Final Finished Goods,5506
R10MEG,WH/Stock/Tech Stock,3291
R12K,WH/Stock/Tech Stock,763
R1MEG,WH/Stock/Tech Stock,15
R2.2K,WH/Stock/Tech Stock,2082
R2.2KX,WH/Stock/Tech Stock,110
R3.9K,WH/Stock/Tech Stock,1000
R300,WH/Stock/Tech Stock,4887
R4.7K,WH/Stock/Tech Stock,693
R47,WH/Stock/Tech Stock,100
R470,WH/Stock/Final Finished Goods,50
R470K,WH/Stock/Final Finished Goods,86
R47K,WH/Stock/Final Finished Goods,816
REL5196,WH/Stock/Tech Stock,37
REL700,WH/Stock/Tech Stock,92
REL750,WH/Stock/Tech Stock,18
RFID-125,WH/Stock/Tech Stock,91
RFID125BP,WH/Stock/Tech Stock,114
RIV105,WH/Stock/Raw Materials,500
RIV105,WH/Stock/Sheet Metal,2138
RIV105,WH/Stock/General Assembly,1728
RIV110,WH/Stock/Welding,662
RIV110,WH/Stock/General Assembly,8871
RIV120A,WH/Stock/General Assembly,1312
RM1301,WH/Stock/Final Finished Goods,6
RP3.9K,WH/Stock/Tech Stock,177
RP330A,WH/Stock/Tech Stock,362
S120,WH/Stock/Raw Materials,24
S120,WH/Stock/Final Finished Goods,2
S202A,WH/Stock/Final Finished Goods,6
S2KD1000,WH/Stock/Final Finished Goods,11
S2KH2300,WH/Stock/Raw Materials,315
S2KH2300,WH/Stock/Final Finished Goods,33
SCW1095,WH/Stock/Raw Materials,207
SCW1100,WH/Stock/General Assembly,364
SCW1105,WH/Stock/Raw Materials,18
SCW1105,WH/Stock/Welding,154
SCW1130,WH/Stock/Raw Materials,202
SCW1140,WH/Stock/General Assembly,37
SCW1145,WH/Stock/General Assembly,163
SCW1150,WH/Stock/Welding,10
SCW1150,WH/Stock/General Assembly,68
SCW1160,WH/Stock/Raw Materials,69
SCW1210,WH/Stock/Raw Materials,100
SCW1220,WH/Stock/Raw Materials,500
SCW1220,WH/Stock/Tech Stock,4
SCW1230,WH/Stock/Tech Stock,158
SCW1233,WH/Stock/Tech Stock,53
SCW2000,WH/Stock/Tech Stock,292
SCW2001,WH/Stock/Tech Stock,129
SCW2002,WH/Stock/Tech Stock,165
SCW2003,WH/Stock/Tech Stock,160
SCW2210,WH/Stock/Tech Stock,8
SCW2210,WH/Stock/General Assembly,409
SCW3215,WH/Stock/Raw Materials,300
SCW3215,WH/Stock/Tech Stock,7
SCW3215,WH/Stock/General Assembly,225
SCW3218,WH/Stock/Raw Materials,37232
SCW3220,WH/Stock/Raw Materials,1000
SCW3220,WH/Stock/Tech Stock,415
SCW3220,WH/Stock/Welding,385
SCW3220,WH/Stock/General Assembly,123
SCW3222,WH/Stock/Raw Materials,2000
SCW3222,WH/Stock/Tech Stock,214
SCW3222,WH/Stock/General Assembly,1337
SCW3225,WH/Stock/Raw Materials,16223
SCW3225,WH/Stock/Tech Stock,486
SCW3225,WH/Stock/General Assembly,963
SCW3235,WH/Stock/Raw Materials,6224
SCW3235,WH/Stock/Tech Stock,537
SCW3235,WH/Stock/General Assembly,78
SCW3240,WH/Stock/Tech Stock,656
SCW3240,WH/Stock/General Assembly,356
SCW3247,WH/Stock/Tech Stock,104
SCW3250,WH/Stock/Raw Materials,14479
SCW3250,WH/Stock/Tech Stock,746
SCW3250,WH/Stock/General Assembly,160
SCW3275,WH/Stock/Raw Materials,100
SCW3275,WH/Stock/Tech Stock,215
SCW3275,WH/Stock/General Assembly,57
SCW3400,WH/Stock/Raw Materials,19993
SCW3400,WH/Stock/Tech Stock,76
SCW3400,WH/Stock/General Assembly,1128
SCW3405,WH/Stock/Raw Materials,1000
SCW3405,WH/Stock/General Assembly,809
SCW3410,WH/Stock/Raw Materials,6013
SCW3410,WH/Stock/Tech Stock,449
SCW3420,WH/Stock/Raw Materials,6107
SCW3420,WH/Stock/Tech Stock,88
